PuzzleId,FEN,Moves,Rating,Themes
gZsh3,2rr2k1/1p1Q1pbp/p4Np1/2q1P3/3p1P2/1B5P/PP4P1/3R2K1 b - - 4 25,g7f6 d7f7 g8h8 f7f6,1178,fork mate mateIn2 middlegame short
Z2tcb,6k1/2p2p2/2p2Pp1/p2p4/5Q2/2q2P1P/P5PK/8 b - - 5 33,d5d4 f4h6 d4d3 h6g7,1179,endgame mate mateIn2 queenEndgame short
Whw4K,3r4/5p1k/Q5pp/2b1Pb2/5P2/1P4R1/P1P1R2P/2K1B3 w - - 9 39,a6f6 c5a3 c1b1 d8d1,1180,mate mateIn2 middlegame pillsburysMate queensideAttack short
NQtEH,1r3r2/p4pk1/3p1nb1/3Pp3/1q2P2Q/1pN2P2/PP6/2KR3R b - - 1 26,b3a2 h4h6 g7g8 h6h8,1181,mate mateIn2 middlegame short
Mqbcv,5rk1/pp3p2/7p/2p3p1/4B1n1/2PP1nqb/PP2R1P1/R4QK1 w - - 0 21,f1f3 g3h2 g1f1 h2h1,1182,kingsideAttack mate mateIn2 middlegame short
HM7Vk,6rk/pp5p/2pb1p2/3P1Q2/5P1q/4P2P/P5P1/4RRK1 w - - 1 23,g1h2 h4g3 h2g1 g3g2,1183,endgame mate mateIn2 short
CovLW,6k1/ppr3b1/6R1/8/6QP/1P3pP1/P3qP2/5RK1 w - - 5 38,h4h5 e2f1 g1f1 c7c1,1184,attraction endgame mate mateIn2 sacrifice short
AttBg,r1bq2k1/1p2b1pp/2p5/3p4/4n1R1/4PQ2/PBPP2PP/5RK1 b - - 1 19,c8g4 f3f7 g8h8 b2g7,1185,kingsideAttack mate mateIn2 middlegame short
0lLGX,4r1k1/p7/2p1p2p/1pN5/1P4R1/PKB2rp1/8/8 b - - 1 43,g8f7 g4g7 f7f8 c5d7,1186,endgame mate mateIn2 short
sqZpV,r4b1r/ppp3pp/2n1Q3/2q1R1k1/5pP1/7P/PB3n1K/RN6 b - - 1 19,c6e5 e6f5 g5h6 f5h5,1186,mate mateIn2 middlegame short
o3392,r1b2r1k/4bpp1/p3pN2/1p6/3nQ2q/P2B1R2/1PP3PP/3R3K b - - 5 22,h4e4 f3h3 e4h7 h3h7,1187,arabianMate kingsideAttack mate mateIn2 middlegame operaMate short
hOg1I,1rbq1r2/4ppk1/p2p1bp1/1ppBn1BN/4P2P/3P2Q1/PPP2PP1/R3K2R b KQ - 0 15,g6h5 g5f6 g7f6 g3g5,1188,attraction discoveredCheck doubleCheck mate mateIn2 middlegame short
ifsKO,6k1/4n1pp/1n2p3/1B2q3/1QP5/5R1P/6P1/r3B2K w - - 0 27,b4e7 a1e1 f3f1 e1f1,1189,hangingPiece mate mateIn2 middlegame short
iW4bI,3Q4/kR3p2/p7/P1n4p/6pP/6P1/2r1q1BK/8 b - - 0 39,c5b7 d8b6 a7b8 b6b7,1190,endgame mate mateIn2 short
eSW2B,6q1/2R4R/6pk/8/p1p3PP/7K/8/8 b - - 0 44,g8h7 g4g5 h6h5 c7h7,1191,endgame master mate mateIn2 queenRookEndgame short
aDAe3,1r3rk1/pbp2pp1/3b3p/3N4/4QP2/3B3P/PqP3P1/R4RK1 b - - 2 16,f8e8 e4h7 g8f8 h7h8,1192,kingsideAttack mate mateIn2 middlegame short
cjPbw,1r5r/5pk1/6p1/p3p3/1q1nP3/8/PP3Q2/1K1B1R1R b - - 7 32,b4b7 f2f6 g7g8 h1h8,1193,killBoxMate mate mateIn2 middlegame short
hmROI,R4b2/3N1pkB/8/3P2P1/8/Pp5P/3q4/5K2 b - - 7 40,f8a3 a8g8 g7h7 d7f6,1194,cornerMate endgame mate mateIn2 sacrifice short
mzHXH,8/p1r2p1p/1pq1PQpk/4P3/6r1/5R2/P6P/7K b - - 2 34,c6e6 f3h3 g4h4 h3h4,1195,endgame killBoxMate mate mateIn2 short
uUFqi,8/4k1b1/p2p4/2p4Q/4p2P/3q1N2/1P3PP1/K3R3 w - - 0 35,h5h7 d3a3 a1b1 a3b2,1196,endgame mate mateIn2 pin short
AkPBQ,3r1rk1/4R2p/1qp2pp1/p2b3N/8/1PQ4P/P4PP1/4R1K1 b - - 1 25,g6h5 c3g3 g8h8 g3g7,1198,master mate mateIn2 middlegame short
Cfv3F,3r3k/p2P3p/1p2Q1pB/2p2p2/3b4/P2P2P1/1P3PKP/3q4 b - - 0 28,d1d3 e6e8 d8e8 d7e8q,1199,advancedPawn endgame mate mateIn2 promotion short
XD6nc,3QQ3/p6p/6pk/3P1p2/4qP2/4b2P/P4K2/7R w - - 0 37,f2g3 e4f4 g3g2 f4f2,1200,endgame mate mateIn2 short swallowstailMate
7o71t,r1b5/1ppk1p2/p5p1/2B1R1P1/3N4/2K5/PPP4r/8 b - - 7 33,b7b6 e5e7 d7d8 d4c6,1202,cornerMate endgame mate mateIn2 short
tWxz4,r1bq2k1/1p1n2pp/2p1p2r/2P1bp2/pP1PpP2/P3P3/1B2B1PP/R2Q2RK w - - 0 17,d4e5 h6h2 h1h2 d8h4,1203,attraction kingsideAttack mate mateIn2 middlegame sacrifice short
ea5eV,8/pkp3pQ/1b6/8/8/5qB1/5r1P/1R4K1 w - - 0 29,g3f2 f3f2 g1h1 f2f3,1205,endgame mate mateIn2 short
K3O7M,5rk1/ppp4p/2n1R1p1/3n4/7q/2P2Q2/PPB3PP/RN4K1 w - - 5 22,f3d5 h4f2 g1h1 f2f1,1207,fork mate mateIn2 middlegame short
4KYeE,1r1qrk2/pp2bppp/3p2b1/3B2P1/3PPQ1N/P6P/5P2/R4RK1 b - - 4 21,e7g5 h4g6 h7g6 f4f7,1209,mate mateIn2 middlegame pin short
l7ggw,2kr4/p7/Ppppq1p1/4bP2/1N6/5Q2/1P3PP1/2KR4 b - - 0 23,e6f5 f3c6 c8b8 c6b7,1210,endgame mate mateIn2 short
bPtDS,1r2kr2/pp1R2Q1/4P3/2q3pp/7P/6Pb/P4PB1/4R1K1 w - - 7 30,e6e7 c5f2 g1h2 f2g2,1212,fork mate mateIn2 middlegame short
Mf5ah,r6k/7p/2pp1p1Q/p1qP3B/6R1/1R3N2/PK2rPP1/8 w - - 3 31,b2b1 c5c2 b1a1 c2a2,1214,mate mateIn2 middlegame queensideAttack short
J4Hb1,7Q/pp6/2p1p3/4P1p1/5nk1/2N5/PPq2PP1/5K2 w - - 10 32,h8f6 c2c1 c3d1 c1d1,1216,endgame mate mateIn2 short
J2YlL,5rk1/p1p3pp/1bR5/3p4/1P1Pq3/PN6/3Q2PP/6K1 w - - 0 24,b3c5 e4b1 d2c1 b1c1,1218,endgame mate mateIn2 short
8kaYV,2k4q/Bbp4p/1p2P1p1/8/5r2/2N5/PPP1Q1PP/R5KR w - - 6 24,e6e7 h8d4 e2f2 d4f2,1220,kingsideAttack mate mateIn2 middlegame short
2FWRc,4r1k1/p1p1qpp1/2p3np/8/P3Q3/2N5/1PP2PPP/3rR1K1 w - - 0 21,e4e7 d1e1 e7e1 e8e1,1222,backRankMate endgame fork mate mateIn2 short xRayAttack
oNIXk,4k3/5R2/2p1rp1N/8/1p1b4/pP1B2PP/P1PK1P2/8 w - - 0 35,f7b7 d4c3 d2c1 e6e1,1223,endgame mate mateIn2 pillsburysMate short
Vrb0F,3R4/ppr1ppbk/7p/4P1p1/5P2/P4BP1/1P5P/1K6 b - - 0 26,g5f4 f3e4 f7f5 e5f6,1225,discoveredAttack discoveredCheck enPassant endgame mate mateIn2 short
8vtAN,3rr3/8/5Q1k/1p1p2p1/8/7P/PPP3PK/4q3 b - - 1 39,h6h5 g2g4 h5h4 f6h6,1227,endgame mate mateIn2 short
xpbi2,2kB3r/2p2pQp/p7/1p1b4/5b2/3q1N1P/PP1N2P1/R2K3R w - - 0 23,g7h8 d5f3 g2f3 d3d2,1228,mate mateIn2 middlegame short
hxdNh,8/ppR3pp/8/3q1r1k/P2r4/5pQ1/3B2PP/5R1K w - - 6 31,c7g7 f3g2 h1g1 g2f1q,1230,advancedPawn fork mate mateIn2 middlegame promotion short
K1lxw,r3rk2/ppp5/1q2bQ2/8/4PN2/6BP/PP4PK/8 b - - 0 31,e6f7 f4g6 f8g8 f6h8,1232,mate mateIn2 middlegame pin short
3NK6q,8/7p/3p1k2/4qn2/6Q1/PP6/1P1p2PP/5R1K w - - 2 31,f1d1 e5e1 d1e1 d2e1q,1234,advancedPawn backRankMate endgame mate mateIn2 promotion short
b42cq,2r2rk1/ppq3p1/5n1p/3p4/6P1/n1N4P/1PP1Q1B1/2KR3R w - - 0 28,c3d5 c7c2 e2c2 c8c2,1235,mate mateIn2 middlegame queensideAttack short
OGKU8,r3k2r/1pp2ppp/3p4/p1b1pP2/2BnP2q/3P4/PPP1N1PP/R2QK2R w KQkq - 2 13,g2g3 d4f3 e1f1 h4h3,1237,mate mateIn2 middlegame short
AMFyU,r1bqrb1k/pppp4/2n3QB/5N2/8/2P5/PP3PPP/R4RK1 b - - 4 16,e8e6 h6g7 f8g7 g6g7,1239,collinearMove kingsideAttack mate mateIn2 middlegame short
r3ai8,3k4/4R2p/b2P4/4P3/1p1p1bP1/5Q2/1PPN1P1q/5K2 w - - 0 29,f1e1 h2g1 d2f1 g1f1,1240,endgame mate mateIn2 short
XB0gX,8/8/R6p/8/P5pk/2r4P/6PK/8 w - - 0 48,a6a8 g4g3 h2g1 c3c1,1242,endgame mate mateIn2 rookEndgame short
yQHju,r4rk1/pp3pp1/8/7B/3p1n1q/P2P4/1P5N/R2Q1RK1 w - - 0 22,h5g4 h4g3 g1h1 g3g2,1243,mate mateIn2 middlegame short
ajP3l,8/1pk1r2Q/p1p5/2p5/2Pqr3/1P6/P4PPP/R3R1K1 w - - 1 27,e1e4 d4a1 e4e1 a1e1,1245,endgame hangingPiece mate mateIn2 short
BrX1D,r1k2q2/pp2b1R1/1np1p2p/2NpP3/3P2PQ/5r2/PPP4P/R1B3K1 w - - 3 22,g7e7 f3f1 g1g2 f8f3,1247,kingsideAttack mate mateIn2 middlegame short
jhuoy,7k/1p3p1p/p4pr1/5R2/4p2Q/2Pr2qP/PP4P1/6RK w - - 4 33,h4e4 g3h3 g2h3 d3h3,1248,endgame mate mateIn2 sacrifice short
QueTW,Q7/5ppk/4p2p/p7/Pp6/1P2P2P/3rqPP1/2R3K1 w - - 4 33,a8a5 e2f2 g1h2 f2g2,1250,endgame mate mateIn2 short
tgnWS,r4rk1/p3pp2/1p4p1/n4P1p/4P2P/P1qBQ3/2P2P2/2KR3R w - - 0 19,f5g6 a5b3 c1b1 c3a1,1251,mate mateIn2 middlegame pin queensideAttack short
Nohag,2k1r1r1/ppp2R2/2p2p1p/5b2/8/N5P1/PPP2P1P/4RK2 w - - 1 21,f7f6 f5h3 f1g1 e8e1,1253,deflection endgame mate mateIn2 pillsburysMate short
mtrVw,3r4/p2r1ppp/4k3/4R3/3npB2/4N3/2P3PP/2K5 b - - 9 35,e6f6 e3g4 f6g6 e5g5,1254,endgame mate mateIn2 operaMate short vukovicMate
D6cQD,r3r1k1/1B3ppp/p7/1p4qn/3P4/1PNQ1P2/P4P2/2b1RK1R b - - 0 26,h5f4 d3h7 g8f8 h7h8,1256,kingsideAttack mate mateIn2 middlegame short
dPmrC,B3kb1r/p1p3pp/6n1/8/8/2P2p2/PP1P2qP/RNBQK3 w Qk - 0 14,a8f3 g2g1 e1e2 g6f4,1257,mate mateIn2 middlegame short
B6gZG,5rk1/5ppp/b1p2q2/1p6/1Q6/P1r4P/4RPPN/4R1K1 b - - 1 25,c3c4 b4f8 g8f8 e2e8,1259,attraction mate mateIn2 middlegame sacrifice short
ce5Ry,r3k2r/1bqpBppp/pp2p3/8/1PPnP1n1/P1NB1N2/5PPP/R2Q1RK1 w kq - 1 14,h2h3 d4f3 g2f3 c7h2,1260,kingsideAttack mate mateIn2 middlegame short
6xG67,2r2rk1/p4ppp/4pN2/2q1Q3/3R4/7P/PPP3P1/2K4n b - - 5 21,g7f6 d4g4 g8h8 e5f6,1262,endgame intermezzo mate mateIn2 short
XWP6e,r1b1r2k/ppp1PQpp/6p1/2P3R1/5p2/2P2N1q/P3KP1P/6R1 b - - 2 21,h3d7 f7f8 e8f8 e7f8q,1263,advancedPawn kingsideAttack mate mateIn2 middlegame promotion short
6F9Y0,2kr4/ppp1np2/6qp/4p3/PP2P3/2B2N1p/2B2PrP/R2Q1R1K w - - 4 24,d1e1 g2h2 f3h2 g6g2,1265,clearance kingsideAttack mate mateIn2 middlegame sacrifice short
RdyTE,2k4r/2p2p2/p1p1pQr1/7q/P6P/2NP2P1/1PP4K/R4R2 w - - 1 25,f6f7 h5h4 g3h4 h8h4,1266,mate mateIn2 middlegame sacrifice short
spr4K,5r1k/pbq1bBpp/1p1rQ1N1/n7/3P4/6P1/PB2PP1P/3R1RK1 b - - 4 19,h7g6 e6h3 e7h4 h3h4,1267,mate mateIn2 middlegame short
Fh60b,8/2r4p/p2R4/5pk1/2B1p3/1P4P1/P4PKP/2r5 b - - 14 47,a6a5 h2h4 g5h5 c4e2,1269,endgame mate mateIn2 short
kZHcu,r1bqr1k1/pp3p2/3bpn1Q/2p3N1/2PP4/3B4/PP3PPP/R3K2R b KQ - 2 15,d6f8 d3h7 f6h7 h6h7,1270,kingsideAttack mate mateIn2 middlegame short
JXrSr,7r/1p3pkp/6p1/4q2n/1PB2p2/2P5/P1QPbbPP/R1B1R2K w - - 5 22,e1e2 h5g3 h2g3 e5h5,1272,clearance kingsideAttack mate mateIn2 middlegame sacrifice short
n7ESj,4Rnk1/5ppp/1b6/1p1P4/1P6/5QP1/PBq2P1P/6K1 w - - 3 30,f3c3 c2f2 g1h1 f2f1,1273,endgame mate mateIn2 short
4VciT,6Q1/8/6k1/3p1pp1/3Pp3/4P1b1/2r3P1/5K2 b - - 5 60,g6h5 g8h7 h5g4 h7h3,1275,endgame mate mateIn2 short
XKYsk,r1bk3r/pp1p1Q1p/2n4p/3Nq3/3b4/8/PPP3PP/R4R1K b - - 1 17,c6e7 f7f8 h8f8 f1f8,1276,mate mateIn2 middlegame sacrifice short
qFwHO,4r2k/7p/3P4/pqp3Q1/1p3pP1/1P3PbP/3p2R1/3R2K1 w - - 1 43,d6d7 e8e1 d1e1 d2e1q,1277,advancedPawn endgame mate mateIn2 promotion short
FIDjo,3r2k1/1p3pp1/6b1/4Q1P1/pqPP4/1P6/PK4B1/3R4 w - - 0 32,g2d5 a4a3 b2a1 b4c3,1279,endgame mate mateIn2 short
h7F2N,8/5pQ1/q3bPk1/4P1pp/3p4/6B1/6PP/6K1 b - - 3 36,g6f5 g7h7 f5g4 h7e4,1280,endgame epauletteMate mate mateIn2 short
4EfDN,6rk/1pr2p1p/p3pPpQ/4P3/3p1RK1/PP1P2R1/2pq3P/8 b - - 1 38,c2c1q h6h7 h8h7 g3h3,1282,attraction kingsideAttack mate mateIn2 middlegame sacrifice short
U0rVj,8/pp4pp/5p1k/3p4/P2qpPP1/1P6/7P/5Q1K b - - 0 30,e4e3 f1h3 h6g6 h3h5,1283,endgame mate mateIn2 queenEndgame short
qKU7O,4Qnk1/p4pbp/6p1/2pB4/2prP3/2N4P/1qP2PP1/4R1K1 b - - 1 27,b2c3 e8f7 g8h8 f7g8,1284,kingsideAttack mate mateIn2 middlegame short
78RFP,6k1/1pp2r1p/3pN3/3P1b1P/2PBp2Q/pPb5/Pq3P2/3R1K2 b - - 1 30,c3d4 h4d8 f7f8 d8f8,1286,kingsideAttack mate mateIn2 middlegame short
NIeig,8/1p4kp/p1b3p1/4P3/7Q/5r2/1Pq3PP/3RR2K w - - 4 30,d1c1 f3f1 e1f1 c2g2,1287,endgame mate mateIn2 sacrifice short
lnZQp,5rk1/4R2p/p2p2p1/2pP3q/P2bNr2/3Q1P2/2P3PP/5R1K w - - 3 25,e4g3 h5h2 h1h2 f4h4,1288,attraction kingsideAttack mate mateIn2 middlegame pillsburysMate sacrifice short
45jZK,r7/p2R2p1/1p2pk2/3p4/8/2Q2n2/P3q2P/6RK b - - 2 33,f6f5 d7f7 f5e4 g1g4,1290,endgame mate mateIn2 short
W0830,r5k1/ppp3pp/4p3/3pP3/3Pp2b/1QP1P2P/PPBBbqPK/R7 w - - 3 19,d2e1 h4g3 h2h1 f2f1,1291,mate mateIn2 middlegame short
q07SG,rk4r1/ppq1bbp1/3p1n1p/1N2nP2/QP2P2N/P3B3/6PP/2R2RK1 b - - 6 22,c7d7 e3a7 a8a7 a4a7,1292,mate mateIn2 middlegame queensideAttack short
6Sb1N,r3k1nr/pp4pp/2p5/3p4/8/2NB1n1q/PPP2Q1b/R1B2R1K w kq - 4 18,f2f3 h2g3 h1g1 h3h2,1294,discoveredAttack discoveredCheck kingsideAttack mate mateIn2 middlegame short
SoxzD,r1bq4/ppp2k2/3p1N2/7N/4r1pP/8/PPP1n1P1/R2Q1RK1 w - - 1 17,g1h2 g4g3 h5g3 e4h4,1295,anastasiaMate discoveredAttack mate mateIn2 middlegame short
llaPP,5r1k/4p1bp/R5p1/p3B3/3p4/5QP1/3q1PKP/8 b - - 3 27,f8f3 a6a8 f3f8 a8f8,1296,endgame mate mateIn2 pin short
Dg4lu,2r1rb1k/3Q1R1p/p5pB/1pp5/4P2P/2q3P1/P5B1/7K b - - 4 27,f8h6 f7h7 h8g8 d7f7,1298,fork mate mateIn2 middlegame short triangleMate
JkM4I,3rr1k1/pp1q2p1/3bp2p/4R3/2B5/1PP2P2/P1Q3PP/2KR4 w - - 1 21,c2g6 d6a3 c1b1 d7d1,1299,deflection discoveredAttack mate mateIn2 middlegame queensideAttack short
Xdbr4,r4rk1/pbp2ppp/1p2pnq1/6n1/3P4/1P2PN2/P3BPPP/R1B1QRK1 w - - 1 18,f3e5 g5h3 g1h1 g6g2,1300,discoveredAttack kingsideAttack mate mateIn2 middlegame pin short
rOAYN,3rnQ2/2pq1Rpk/2p4p/p7/3B4/2P5/P1P3PP/7K b - - 5 24,d7e6 f7g7 e8g7 f8g7,1301,endgame mate mateIn2 short
57tVr,5rkr/p4ppp/2B5/8/nQPb4/8/qP1N3P/2K1R3 b - - 1 25,a4b2 b4f8 g8f8 e1e8,1303,attraction mate mateIn2 middlegame operaMate sacrifice short
Q10jm,8/5pk1/2p3p1/p1PpQ3/3P4/P2BPqPP/1r6/6K1 b - - 1 34,g7h6 e5h8 h6g5 h8h4,1304,endgame mate mateIn2 short
hRWQD,2k5/1ppq1p2/p1p2P2/4P3/3Pbb2/2P2N2/PP2QKr1/5R1R w - - 0 28,f2g2 d7g4 g2f2 g4g3,1305,mate mateIn2 middlegame short
xitSW,8/1R2R1pk/2p3bp/8/1P4P1/KB1q4/P2rN3/8 b - - 2 30,d2e2 e7g7 h7h8 g7g8,1306,endgame master mate mateIn2 operaMate short
FfoKg,8/R7/1p4k1/6p1/3P4/4N1PP/PP1nr1PK/8 w - - 1 44,e3g4 d2f3 h2h1 e2e1,1308,endgame mate mateIn2 pin short
d03er,2rq1rk1/p4pp1/bpn1pn1p/3p4/3P2N1/2P3P1/PPQN1PP1/RB2K2R b KQ - 5 14,c6b4 g4f6 d8f6 c2h7,1309,kingsideAttack mate mateIn2 middlegame short
sBZ8w,4Q2k/p7/5P1p/8/6P1/bP6/3q4/1K6 b - - 1 55,h8h7 e8f7 h7h8 f7g7,1310,endgame mate mateIn2 short
7SZc0,r5k1/1p4b1/p2p1r2/2pPp2p/P1P1P2q/NR3Pp1/1P1NR1b1/1B2Q2K w - - 2 28,h1g2 h4h2 g2f1 h2h1,1312,master mate mateIn2 middlegame short
P9meM,5rk1/2p1b1Np/8/3pB3/1p1Pn1q1/1P1Q4/1PP3PP/5RK1 w - - 1 24,d3h3 f8f1 g1f1 g4d1,1313,attraction kingsideAttack mate mateIn2 middlegame short
nInDq,k4r2/2R3p1/3q4/2N3r1/8/1P3P1P/1PPP1Rp1/2BQ2K1 w - - 2 25,d1e2 d6h2 g1h2 g2g1q,1314,advancedPawn attraction mate mateIn2 middlegame promotion short
6kvcc,8/p3nrkp/2p3p1/4Q1R1/2P4P/1P3pP1/P4P1K/5q2 b - - 2 32,g7h6 g5h5 g6h5 e5g5,1316,clearance endgame mate mateIn2 sacrifice short
ESO2W,2rq1rk1/1p3ppp/p1nbbn2/3N2N1/1P3p2/P3P2P/1BQP2P1/R3KB1R b KQ - 0 13,c6e5 d5f6 g7f6 c2h7,1317,kingsideAttack mate mateIn2 middlegame short
QjaQh,8/R3R3/5n1p/3p2k1/3P2P1/3r1PK1/2r3P1/8 b - - 4 37,h6h5 e7g7 g5h6 g4g5,1318,endgame mate mateIn2 short
Ys7pA,3r3k/7p/p7/6P1/3R4/1B6/Pp2r2P/5RK1 b - - 0 32,d8d4 f1f8 h8g7 f8g8,1319,endgame mate mateIn2 operaMate short
s4JQz,r2r4/pp1qN1bk/3P3p/5p1Q/nP2p3/PR2P3/2p2PPP/B1R3K1 b - - 1 30,g7a1 h5g6 h7h8 g6h6,1320,deflection mate mateIn2 middlegame short
9RLka,rnb2k1r/p1p1q1b1/1p2p1Q1/1NP2p1B/8/4P3/PP3PP1/2KR3R b - - 0 20,a7a6 d1d8 e7d8 g6f7,1322,mate mateIn2 middlegame sacrifice short
TDhO1,3k1r2/pp6/4qNpQ/2pbP3/8/2P4P/6P1/5R1K w - - 11 37,h6g7 e6h3 h1g1 h3g2,1323,endgame mate mateIn2 pin short
gxQ81,r1b1k2r/pp3ppp/2n1p3/2pp4/3P2nP/P1P2Nq1/1P1NP1B1/R1BQ1K1R w kq - 2 11,d1e1 g4e3 f1g1 g3g2,1324,master mate mateIn2 opening short
vdB3A,5brk/8/3p3p/N2P4/1P2Q1rq/3P4/1R3PPP/6RK w - - 1 32,e4e1 h4h2 h1h2 g4h4,1325,attraction mate mateIn2 middlegame sacrifice short
4nHo5,8/2R4p/6pk/8/2n3PP/4pKn1/8/8 b - - 2 56,e3e2 g4g5 h6h5 c7h7,1327,deflection endgame master mate mateIn2 short
Eo6md,r5nr/ppp1kpp1/1b1p3p/1B1P4/1Q2P2q/5P2/PP3P1P/RNB2RK1 w - - 3 15,f1e1 h4f2 g1h1 f2f3,1328,kingsideAttack mate mateIn2 middlegame short
VfjNy,3r1r1k/pp5p/2p5/3qPp2/5P2/1PP1p1RQ/P5RP/7K b - - 1 25,d5e4 h3h7 h8h7 g3h3,1329,attraction endgame kingsideAttack mate mateIn2 sacrifice short
dDZ8w,r3k2r/p1p1Bpp1/2p1p3/7p/3N2n1/3P3P/PPP3Pq/R2QR1K1 w kq - 1 16,g1f1 h2h1 f1e2 h1g2,1330,deflection mate mateIn2 middlegame short
hlDm9,8/6pk/2Q4p/8/4bp2/P1P1q2P/1P4P1/5R1K w - - 1 39,c6c4 e3h3 h1g1 h3g2,1331,endgame mate mateIn2 pin short
pbxBQ,3n2k1/pp1b2pp/4p3/3pP1N1/5Q1P/3BP3/Pq4P1/6K1 b - - 3 23,h7h6 d3h7 g8h8 f4f8,1332,endgame mate mateIn2 short
1s9q3,r5rk/pp4q1/2p1P3/2P3b1/1PN3Qp/3B4/P4Rp1/6K1 b - - 1 37,g5e7 g4h5 g7h6 h5h6,1334,mate mateIn2 middlegame short
Gid74,8/6p1/2Qb1k1p/q1B1pn2/r7/P2p1P2/1P3K1P/2R3R1 w - - 2 38,c5d6 a5d2 f2f1 f5e3,1335,cornerMate mate mateIn2 middlegame short
ULtpn,2kr3r/2q2p2/p3p3/3P2p1/P2b4/NQ3B2/4n1KP/1R2R3 w - - 1 28,e1e2 c7h2 g2f1 h2g1,1336,mate mateIn2 middlegame short
gtpzI,k1Q5/pr2n2p/8/3p2p1/8/3B1pqP/1PP5/R6K b - - 1 30,b7b8 a1a7 a8a7 c8a6,1337,attraction endgame mate mateIn2 pin sacrifice short
0Bxfo,5rkb/Q2R3p/2q3pP/2r1p1P1/8/2P5/PP3P2/4R1K1 b - - 6 32,c6f3 d7g7 h8g7 a7g7,1339,mate mateIn2 middlegame sacrifice short
I9VQp,r6k/3pRpp1/3q3p/8/8/p1B2P2/P5PP/2Q4K b - - 0 36,d6e7 c1h6 h8g8 h6g7,1340,endgame master mate mateIn2 pin short
XZJ5Y,8/5pkp/R5p1/1P6/8/1P1b4/P3rPPP/2B2K2 w - - 2 30,c1e3 e2e3 f1g1 e3e1,1341,backRankMate discoveredAttack discoveredCheck endgame mate mateIn2 short
sJhbQ,5rk1/pppb2pp/3p3q/8/2PP2p1/1P2P1P1/PB1Q2KP/4R3 w - - 0 22,e1f1 h6h3 g2g1 h3f1,1342,endgame mate mateIn2 short
IrlWF,5Q2/5N2/1pb1p3/p3P1p1/3p2Pk/4qP2/P6K/8 b - - 3 35,e3f3 f8h6 h4g4 h6g5,1344,endgame mate mateIn2 short
UvhWQ,5rk1/BBNb1p1p/6pb/1P2p3/2P4N/2R1n1PK/P4P1P/5R2 w - - 1 25,g3g4 d7g4 h3g3 h6f4,1345,mate mateIn2 middlegame short
kkEtl,r6r/ppNRkppp/n3pn2/2b1Nb2/Q1P1qB2/8/PP3PPP/2K2B1R b - - 5 14,f6d7 a4d7 e7f8 d7f7,1346,mate mateIn2 middlegame short
kFsof,2k2r2/Qp2nqpp/n1p5/8/N1P3P1/8/PP6/1K1R4 b - - 1 31,f7f4 a4b6 c8c7 d1d7,1347,mate mateIn2 middlegame short
wrtBD,3n1r2/p4r2/1p1p2k1/2pP1p2/2P1pRP1/1P2N3/P5K1/5R2 b - - 0 43,f5g4 f4g4 g6h7 f1h1,1348,endgame mate mateIn2 short
3aK1v,5rk1/p2r4/1p5p/2pp4/4nPq1/1P3RP1/PBQ3KP/3R4 b - - 0 30,e4g5 c2g6 d7g7 g6g7,1350,kingsideAttack mate mateIn2 middlegame short
DrePt,4r1k1/1p3ppp/2p2q2/p3r3/2P5/PPQ1P3/1B3PbP/R4RK1 w - - 0 21,g1g2 e5g5 g2h1 f6f3,1351,mate mateIn2 middlegame short
RxkLL,1r3rk1/p3bppp/2p5/3bP2q/1P2NP2/P6P/2Q2BP1/3RR2K w - - 7 26,e4g3 h5h3 h1g1 h3g2,1352,kingsideAttack mate mateIn2 middlegame pin short
fVxoN,r2qkbnr/ppp3pp/3p4/4N2b/2BnPp2/2N4P/PPP2PP1/R1BQ1RK1 b kq - 0 9,h5d1 c4f7 e8e7 c3d5,1353,mate mateIn2 opening short
2gzB7,r4r2/ppp1Q3/2kp3p/4RB2/4P3/1b1P1K2/5P2/2q5 b - - 13 32,c1g5 e7d7 c6b6 d7b5,1355,mate mateIn2 middlegame short
Rl9Bn,1q1r2k1/5p1p/6p1/8/2Qb4/1B2B3/Pr3PPP/4R1K1 b - - 2 26,d4e3 c4f7 g8h8 f7f6,1356,mate mateIn2 middlegame short
jHZ0f,8/4R3/1p3kp1/p4p2/4n1r1/2P2K2/P3R3/8 w - - 4 50,e7b7 g4g3 f3f4 g6g5,1357,endgame mate mateIn2 short
8M8r2,2qr2k1/5pb1/p5p1/1p1pP2p/2pQbP2/P1P4P/1P2B1P1/R4R1K w - - 8 32,a1d1 c8h3 h1g1 h3g2,1359,kingsideAttack mate mateIn2 middlegame pin short
OX50Q,1Q6/3p1k2/4pPB1/3bP3/3p2P1/8/2P1K3/6q1 b - - 2 44,f7g6 b8g8 g6h6 g8g7,1360,endgame mate mateIn2 short
XV13B,6r1/b2P3p/2B1k3/7R/5p1K/3R3P/6r1/8 w - - 8 47,d7d8q a7f2 d3g3 f2g3,1361,mate mateIn2 middlegame morphysMate short
vq2Ud,r1b2rk1/pp2ppb1/2p2np1/4p1q1/3PNN2/2P2P2/PP5Q/R3KB1R b KQ - 1 17,g5f4 e4f6 f4f6 h2h7,1362,kingsideAttack mate mateIn2 middlegame short
